,zip,stcountyfp,city,state,countyname,classfp
16303,56340,27145,Holdingford,MN,Stearns County,H1
16304,56389,27145,West union,MN,Stearns County,H1
16305,56385,27145,Villard,MN,Stearns County,H1
16306,56393,27145,Saint cloud,MN,Stearns County,H1
16307,56369,27145,Rockville,MN,Stearns County,H1
16308,56325,27145,Elrosa,MN,Stearns County,H1
16309,56376,27145,Saint martin,MN,Stearns County,H1
16310,56356,27145,New munich,MN,Stearns County,H1
16311,55060,27147,Owatonna,MN,Steele County,H1
16312,55924,27147,Claremont,MN,Steele County,H1
16313,72329,05093,Driver,AR,Mississippi County,H1
16314,55049,27147,Medford,MN,Steele County,H1
16315,55946,27147,Kenyon,MN,Steele County,H1
16316,55917,27147,Blooming prairie,MN,Steele County,H1
16317,55985,27147,West concord,MN,Steele County,H1
16318,56026,27147,Ellendale,MN,Steele County,H1
16319,56046,27147,Hope,MN,Steele County,H1
16320,56093,27147,Waseca,MN,Steele County,H1
16321,56072,27147,New richland,MN,Steele County,H1
16322,56042,27147,Hartland,MN,Steele County,H1
16323,55021,27147,Faribault,MN,Steele County,H1
16324,72321,05093,Burdette,AR,Mississippi County,H1
16325,55052,27147,Morristown,MN,Steele County,H1
16326,56323,27149,Cyrus,MN,Stevens County,H1
16327,56343,27149,Kensington,MN,Stevens County,H1
16328,56227,27149,Correll,MN,Stevens County,H1
16329,56267,27149,Morris,MN,Stevens County,H1
16330,56248,27149,Herman,MN,Stevens County,H1
16331,56235,27149,Donnelly,MN,Stevens County,H1
16332,56207,27149,Alberta,MN,Stevens County,H1
16333,56244,27149,Hancock,MN,Stevens County,H1
16334,56221,27149,Chokio,MN,Stevens County,H1
16335,36474,01039,Red level,AL,Covington County,H1
16336,72370,05093,Osceola,AR,Mississippi County,H1
16337,56226,27151,Clontarf,MN,Swift County,H1
16338,56231,27151,Danvers,MN,Swift County,H1
16339,56227,27151,Correll,MN,Swift County,H1
16340,56289,27151,Sunburg,MN,Swift County,H1
16341,56252,27151,Kerkhoven,MN,Swift County,H1
16342,56208,27151,Appleton,MN,Swift County,H1
16343,56262,27151,Milan,MN,Swift County,H1
16344,56271,27151,Murdock,MN,Swift County,H1
16345,56249,27151,Holloway,MN,Swift County,H1
16346,56215,27151,Benson,MN,Swift County,H1
16347,72391,05093,West ridge,AR,Mississippi County,H1
16348,56244,27151,Hancock,MN,Swift County,H1
16349,56481,27153,Verndale,MN,Todd County,H1
16350,56347,27153,Long prairie,MN,Todd County,H1
16351,56336,27153,Grey eagle,MN,Todd County,H1
16352,56437,27153,Bertha,MN,Todd County,H1
16353,56479,27153,Staples,MN,Todd County,H1
16354,56438,27153,Browerville,MN,Todd County,H1
16355,56443,27153,Cushing,MN,Todd County,H1
16356,56319,27153,Carlos,MN,Todd County,H1
16357,56453,27153,Hewitt,MN,Todd County,H1
16358,72426,05093,Dell,AR,Mississippi County,H1
16359,56360,27153,Osakis,MN,Todd County,H1
16360,56331,27153,Freeport,MN,Todd County,H1
16361,56378,27153,Sauk centre,MN,Todd County,H1
16362,56318,27153,Burtrum,MN,Todd County,H1
16363,56440,27153,Clarissa,MN,Todd County,H1
16364,56482,27153,Wadena,MN,Todd County,H1
16365,56466,27153,Motley,MN,Todd County,H1
16366,56446,27153,Eagle bend,MN,Todd County,H1
16367,56475,27153,Randall,MN,Todd County,H1
16368,56389,27153,West union,MN,Todd County,H1
16369,72315,05093,Blytheville,AR,Mississippi County,H1
16370,56434,27153,Aldrich,MN,Todd County,H1
16371,56382,27153,Swanville,MN,Todd County,H1
16372,56219,27155,Browns valley,MN,Traverse County,H1
16373,56236,27155,Dumont,MN,Traverse County,H1
16374,56274,27155,Norcross,MN,Traverse County,H1
16375,56565,27155,Nashua,MN,Traverse County,H1
16376,56296,27155,Wheaton,MN,Traverse County,H1
16377,56211,27155,Beardsley,MN,Traverse County,H1
16378,56248,27155,Herman,MN,Traverse County,H1
16379,56240,27155,Graceville,MN,Traverse County,H1
16380,72354,05093,Lepanto,AR,Mississippi County,H1
16381,56583,27155,Tintah,MN,Traverse County,H1
16382,56522,27155,Campbell,MN,Traverse County,H1
16383,56221,27155,Chokio,MN,Traverse County,H1
16384,55906,27157,Rochester,MN,Wabasha County,H1
16385,55960,27157,Oronoco,MN,Wabasha County,H1
16386,55957,27157,Millville,MN,Wabasha County,H1
16387,55041,27157,Lake city,MN,Wabasha County,H1
16388,55991,27157,Zumbro falls,MN,Wabasha County,H1
16389,55027,27157,Goodhue,MN,Wabasha County,H1
16390,55932,27157,Elgin,MN,Wabasha County,H1
16391,72428,05093,Etowah,AR,Mississippi County,H1
16392,55956,27157,Mazeppa,MN,Wabasha County,H1
16393,55910,27157,Altura,MN,Wabasha County,H1
16394,55945,27157,Kellogg,MN,Wabasha County,H1
16395,55964,27157,Plainview,MN,Wabasha County,H1
16396,55968,27157,Reads landing,MN,Wabasha County,H1
16397,55981,27157,Wabasha,MN,Wabasha County,H1
16398,56481,27159,Verndale,MN,Wadena County,H1
16399,56464,27159,Menahga,MN,Wadena County,H1
16400,56470,27159,Park rapids,MN,Wadena County,H1
16401,56479,27159,Staples,MN,Wadena County,H1
16402,72310,05093,Armorel,AR,Mississippi County,H1
16403,56477,27159,Sebeka,MN,Wadena County,H1
16404,56482,27159,Wadena,MN,Wadena County,H1
16405,56434,27159,Aldrich,MN,Wadena County,H1
16406,56096,27161,Waterville,MN,Waseca County,H1
16407,56068,27161,Minnesota lake,MN,Waseca County,H1
16408,56078,27161,Pemberton,MN,Waseca County,H1
16409,56091,27161,Waldorf,MN,Waseca County,H1
16410,56026,27161,Ellendale,MN,Waseca County,H1
16411,56063,27161,Madison lake,MN,Waseca County,H1
16412,56093,27161,Waseca,MN,Waseca County,H1
16413,72358,05093,Luxora,AR,Mississippi County,H1
16414,56072,27161,New richland,MN,Waseca County,H1
16415,56042,27161,Hartland,MN,Waseca County,H1
16416,56065,27161,Mapleton,MN,Waseca County,H1
16417,56028,27161,Elysian,MN,Waseca County,H1
16418,56048,27161,Janesville,MN,Waseca County,H1
16419,56097,27161,Wells,MN,Waseca County,H1
16420,55052,27161,Morristown,MN,Waseca County,H1
16421,55071,27163,Saint paul park,MN,Washington County,H1
16422,55016,27163,Cottage grove,MN,Washington County,H1
16423,55001,27163,Afton,MN,Washington County,H1
16424,72386,05093,Tyronza,AR,Mississippi County,H1
16425,55042,27163,Lake elmo,MN,Washington County,H1
16426,55033,27163,Hastings,MN,Washington County,H1
16427,55013,27163,Chisago city,MN,Washington County,H1
16428,55043,27163,Lakeland,MN,Washington County,H1
16429,55055,27163,Newport,MN,Washington County,H1
16430,55047,27163,Marine on saint croix,MN,Washington County,H1
16431,55119,27163,Saint paul,MN,Washington County,H1
16432,55025,27163,Forest lake,MN,Washington County,H1
16433,55073,27163,Scandia,MN,Washington County,H1
16434,55109,27163,Saint paul,MN,Washington County,H1
16435,72338,05093,Frenchmans bayou,AR,Mississippi County,H1
16436,55125,27163,Saint paul,MN,Washington County,H1
16437,55038,27163,Hugo,MN,Washington County,H1
16438,55082,27163,Stillwater,MN,Washington County,H1
16439,55115,27163,Saint paul,MN,Washington County,H1
16440,55083,27163,Stillwater,MN,Washington County,H1
16441,55003,27163,Bayport,MN,Washington County,H1
16442,55110,27163,Saint paul,MN,Washington County,H1
16443,55128,27163,Saint paul,MN,Washington County,H1
16444,55129,27163,Saint paul,MN,Washington County,H1
16445,55090,27163,Willernie,MN,Washington County,H1
16446,36453,01039,Kinston,AL,Covington County,H1
16447,72419,05093,Caraway,AR,Mississippi County,H1
16448,56159,27165,Mountain lake,MN,Watonwan County,H1
16449,56162,27165,Ormsby,MN,Watonwan County,H1
16450,56160,27165,Odin,MN,Watonwan County,H1
16451,56081,27165,Saint james,MN,Watonwan County,H1
16452,56022,27165,Darfur,MN,Watonwan County,H1
16453,56056,27165,La salle,MN,Watonwan County,H1
16454,56062,27165,Madelia,MN,Watonwan County,H1
16455,56041,27165,Hanska,MN,Watonwan County,H1
16456,56019,27165,Comfrey,MN,Watonwan County,H1
16457,56120,27165,Butterfield,MN,Watonwan County,H1
16458,72351,05093,Keiser,AR,Mississippi County,H1
16459,56060,27165,Lewisville,MN,Watonwan County,H1
16460,56088,27165,Truman,MN,Watonwan County,H1
16461,56565,27167,Nashua,MN,Wilkin County,H1
16462,56520,27167,Breckenridge,MN,Wilkin County,H1
16463,56594,27167,Wolverton,MN,Wilkin County,H1
16464,56543,27167,Foxhome,MN,Wilkin County,H1
16465,56579,27167,Rothsay,MN,Wilkin County,H1
16466,56583,27167,Tintah,MN,Wilkin County,H1
16467,56522,27167,Campbell,MN,Wilkin County,H1
16468,56514,27167,Barnesville,MN,Wilkin County,H1
16469,72316,05093,Blytheville,AR,Mississippi County,H1
16470,56572,27167,Pelican rapids,MN,Wilkin County,H1
16471,56553,27167,Kent,MN,Wilkin County,H1
16472,55952,27169,Lewiston,MN,Winona County,H1
16473,55987,27169,Winona,MN,Winona County,H1
16474,55923,27169,Chatfield,MN,Winona County,H1
16475,55959,27169,Minnesota city,MN,Winona County,H1
16476,55971,27169,Rushford,MN,Winona County,H1
16477,55962,27169,Peterson,MN,Winona County,H1
16478,55972,27169,Saint charles,MN,Winona County,H1
16479,55979,27169,Utica,MN,Winona County,H1
16480,72350,05093,Joiner,AR,Mississippi County,H1
16481,55947,27169,La crescent,MN,Winona County,H1
16482,55969,27169,Rollingstone,MN,Winona County,H1
16483,55910,27169,Altura,MN,Winona County,H1
16484,55943,27169,Houston,MN,Winona County,H1
16485,55964,27169,Plainview,MN,Winona County,H1
16486,55925,27169,Dakota,MN,Winona County,H1
16487,55363,27171,Montrose,MN,Wright County,H1
16488,55341,27171,Hanover,MN,Wright County,H1
16489,55327,27171,Dayton,MN,Wright County,H1
16490,55376,27171,Saint michael,MN,Wright County,H1
16491,72395,05093,Wilson,AR,Mississippi County,H1
16492,55330,27171,Elk river,MN,Wright County,H1
16493,55313,27171,Buffalo,MN,Wright County,H1
16494,55321,27171,Cokato,MN,Wright County,H1
16495,55328,27171,Delano,MN,Wright County,H1
16496,55362,27171,Monticello,MN,Wright County,H1
16497,55373,27171,Rockford,MN,Wright County,H1
16498,55388,27171,Watertown,MN,Wright County,H1
16499,55358,27171,Maple lake,MN,Wright County,H1
16500,55382,27171,South haven,MN,Wright County,H1
16501,55381,27171,Silver lake,MN,Wright County,H1
16502,72442,05093,Manila,AR,Mississippi County,H1
16503,55374,27171,Rogers,MN,Wright County,H1
16504,55301,27171,Albertville,MN,Wright County,H1
16505,55320,27171,Clearwater,MN,Wright County,H1
16506,55302,27171,Annandale,MN,Wright County,H1
16507,55390,27171,Waverly,MN,Wright County,H1
16508,55349,27171,Howard lake,MN,Wright County,H1
16509,55325,27171,Dassel,MN,Wright County,H1
16510,55395,27171,Winsted,MN,Wright County,H1
16511,56264,27173,Minneota,MN,Yellow Medicine County,H1
16512,56223,27173,Clarkfield,MN,Yellow Medicine County,H1
16513,72313,05093,Bassett,AR,Mississippi County,H1
16514,56291,27173,Taunton,MN,Yellow Medicine County,H1
16515,56256,27173,Madison,MN,Yellow Medicine County,H1
16516,56241,27173,Granite falls,MN,Yellow Medicine County,H1
16517,56142,27173,Ivanhoe,MN,Yellow Medicine County,H1
16518,56220,27173,Canby,MN,Yellow Medicine County,H1
16519,56265,27173,Montevideo,MN,Yellow Medicine County,H1
16520,56292,27173,Vesta,MN,Yellow Medicine County,H1
16521,56214,27173,Belview,MN,Yellow Medicine County,H1
16522,56297,27173,Wood lake,MN,Yellow Medicine County,H1
16523,56218,27173,Boyd,MN,Yellow Medicine County,H1
16524,72021,05095,Brinkley,AR,Monroe County,H1
16525,56229,27173,Cottonwood,MN,Yellow Medicine County,H1
16526,56237,27173,Echo,MN,Yellow Medicine County,H1
16527,56245,27173,Hanley falls,MN,Yellow Medicine County,H1
16528,56280,27173,Porter,MN,Yellow Medicine County,H1
16529,39121,28001,Natchez,MS,Adams County,H1
16530,39661,28001,Roxie,MS,Adams County,H1
16531,39122,28001,Natchez,MS,Adams County,H1
16532,39190,28001,Washington,MS,Adams County,H1
16533,39165,28001,Sibley,MS,Adams County,H1
16534,39120,28001,Natchez,MS,Adams County,H1
16535,72366,05095,Marvell,AR,Monroe County,H1
16536,38846,28003,Glen,MS,Alcorn County,H1
16537,38683,28003,Walnut,MS,Alcorn County,H1
16538,38833,28003,Burnsville,MS,Alcorn County,H1
16539,38865,28003,Rienzi,MS,Alcorn County,H1
16540,38835,28003,Corinth,MS,Alcorn County,H1
16541,38834,28003,Corinth,MS,Alcorn County,H1
16542,39638,28005,Gloster,MS,Amite County,H1
16543,39652,28005,Magnolia,MS,Amite County,H1
16544,39633,28005,Crosby,MS,Amite County,H1
16545,39645,28005,Liberty,MS,Amite County,H1
16546,72134,05095,Roe,AR,Monroe County,H1
16547,39631,28005,Centreville,MS,Amite County,H1
16548,39666,28005,Summit,MS,Amite County,H1
16549,39657,28005,Osyka,MS,Amite County,H1
16550,39664,28005,Smithdale,MS,Amite County,H1
16551,39653,28005,Meadville,MS,Amite County,H1
16552,39051,28007,Carthage,MS,Attala County,H1
16553,39192,28007,West,MS,Attala County,H1
16554,39090,28007,Kosciusko,MS,Attala County,H1
16555,39079,28007,Goodman,MS,Attala County,H1
16556,39772,28007,Weir,MS,Attala County,H1
16557,36456,01039,Mc kenzie,AL,Covington County,H1
16558,72108,05095,Monroe,AR,Monroe County,H1
16559,39108,28007,Mc cool,MS,Attala County,H1
16560,39160,28007,Sallis,MS,Attala County,H1
16561,39067,28007,Ethel,MS,Attala County,H1
16562,39176,28007,Vaiden,MS,Attala County,H1
16563,38635,28009,Holly springs,MS,Benton County,H1
16564,38603,28009,Ashland,MS,Benton County,H1
16565,38629,28009,Falkner,MS,Benton County,H1
16566,38683,28009,Walnut,MS,Benton County,H1
16567,38650,28009,Myrtle,MS,Benton County,H1
16568,38610,28009,Blue mountain,MS,Benton County,H1
16569,72392,05095,Wheatley,AR,Monroe County,H1
16570,38633,28009,Hickory flat,MS,Benton County,H1
16571,38647,28009,Michigan city,MS,Benton County,H1
16572,38642,28009,Lamar,MS,Benton County,H1
16573,38663,28009,Ripley,MS,Benton County,H1
16574,38659,28009,Potts camp,MS,Benton County,H1
16575,38769,28011,Rosedale,MS,Bolivar County,H1
16576,38746,28011,Gunnison,MS,Bolivar County,H1
16577,38781,28011,Winstonville,MS,Bolivar County,H1
16578,38733,28011,Cleveland,MS,Bolivar County,H1
16579,38762,28011,Mound bayou,MS,Bolivar County,H1
16580,72029,05095,Clarendon,AR,Monroe County,H1
16581,38720,28011,Alligator,MS,Bolivar County,H1
16582,38764,28011,Pace,MS,Bolivar County,H1
16583,38740,28011,Duncan,MS,Bolivar County,H1
16584,38772,28011,Scott,MS,Bolivar County,H1
16585,38726,28011,Beulah,MS,Bolivar County,H1
16586,38759,28011,Merigold,MS,Bolivar County,H1
16587,38774,28011,Shelby,MS,Bolivar County,H1
16588,38730,28011,Boyle,MS,Bolivar County,H1
16589,38614,28011,Clarksdale,MS,Bolivar County,H1
16590,38732,28011,Cleveland,MS,Bolivar County,H1
16591,72368,05095,Moro,AR,Monroe County,H1
16592,38703,28011,Greenville,MS,Bolivar County,H1
16593,38725,28011,Benoit,MS,Bolivar County,H1
16594,38773,28011,Shaw,MS,Bolivar County,H1
16595,38951,28013,Pittsboro,MS,Calhoun County,H1
16596,38929,28013,Gore springs,MS,Calhoun County,H1
16597,38839,28013,Derma,MS,Calhoun County,H1
16598,38851,28013,Houston,MS,Calhoun County,H1
16599,38913,28013,Banner,MS,Calhoun County,H1
16600,38850,28013,Houlka,MS,Calhoun County,H1
16601,38864,28013,Randolph,MS,Calhoun County,H1
16602,72069,05095,Holly grove,AR,Monroe County,H1
16603,38915,28013,Bruce,MS,Calhoun County,H1
16604,38878,28013,Vardaman,MS,Calhoun County,H1
16605,38914,28013,Big creek,MS,Calhoun County,H1
16606,38916,28013,Calhoun city,MS,Calhoun County,H1
16607,38965,28013,Water valley,MS,Calhoun County,H1
16608,38954,28015,Sidon,MS,Carroll County,H1
16609,39192,28015,West,MS,Carroll County,H1
16610,38943,28015,Mc carley,MS,Carroll County,H1
16611,38947,28015,North carrollton,MS,Carroll County,H1
16612,38917,28015,Carrollton,MS,Carroll County,H1
16613,72036,05095,Cotton plant,AR,Monroe County,H1
16614,38924,28015,Cruger,MS,Carroll County,H1
16615,38930,28015,Greenwood,MS,Carroll County,H1
16616,38967,28015,Winona,MS,Carroll County,H1
16617,38940,28015,Holcomb,MS,Carroll County,H1
16618,38923,28015,Coila,MS,Carroll County,H1
16619,39176,28015,Vaiden,MS,Carroll County,H1
16620,38868,28017,Shannon,MS,Chickasaw County,H1
16621,38851,28017,Houston,MS,Chickasaw County,H1
16622,38877,28017,Van vleet,MS,Chickasaw County,H1
16623,38850,28017,Houlka,MS,Chickasaw County,H1
16624,71933,05097,Bonnerdale,AR,Montgomery County,H1
16625,38860,28017,Okolona,MS,Chickasaw County,H1
16626,38878,28017,Vardaman,MS,Chickasaw County,H1
16627,39756,28017,Prairie,MS,Chickasaw County,H1
16628,39730,28017,Aberdeen,MS,Chickasaw County,H1
16629,39751,28017,Mantee,MS,Chickasaw County,H1
16630,39776,28017,Woodland,MS,Chickasaw County,H1
16631,38875,28017,Trebloc,MS,Chickasaw County,H1
16632,39752,28019,Mathiston,MS,Choctaw County,H1
16633,39744,28019,Eupora,MS,Choctaw County,H1
16634,39767,28019,Stewart,MS,Choctaw County,H1
16635,71961,05097,Oden,AR,Montgomery County,H1
16636,39772,28019,Weir,MS,Choctaw County,H1
16637,39108,28019,Mc cool,MS,Choctaw County,H1
16638,39745,28019,French camp,MS,Choctaw County,H1
16639,39750,28019,Maben,MS,Choctaw County,H1
16640,39735,28019,Ackerman,MS,Choctaw County,H1
16641,39769,28019,Sturgis,MS,Choctaw County,H1
16642,39144,28021,Pattison,MS,Claiborne County,H1
16643,39096,28021,Lorman,MS,Claiborne County,H1
16644,39150,28021,Port gibson,MS,Claiborne County,H1
16645,39175,28021,Utica,MS,Claiborne County,H1
16646,71943,05097,Glenwood,AR,Montgomery County,H1
16647,39086,28021,Hermanville,MS,Claiborne County,H1
16648,39363,28023,Stonewall,MS,Clarke County,H1
16649,39307,28023,Meridian,MS,Clarke County,H1
16650,39360,28023,Shubuta,MS,Clarke County,H1
16651,39367,28023,Waynesboro,MS,Clarke County,H1
16652,39439,28023,Heidelberg,MS,Clarke County,H1
16653,39355,28023,Quitman,MS,Clarke County,H1
16654,39366,28023,Vossburg,MS,Clarke County,H1
16655,39347,28023,Pachuta,MS,Clarke County,H1
16656,39301,28023,Meridian,MS,Clarke County,H1
16657,71969,05097,Sims,AR,Montgomery County,H1
16658,39330,28023,Enterprise,MS,Clarke County,H1
16659,39741,28025,Cedarbluff,MS,Clay County,H1
16660,39773,28025,West point,MS,Clay County,H1
16661,39755,28025,Pheba,MS,Clay County,H1
16662,38860,28025,Okolona,MS,Clay County,H1
16663,39759,28025,Starkville,MS,Clay County,H1
16664,39756,28025,Prairie,MS,Clay County,H1
16665,39751,28025,Mantee,MS,Clay County,H1
16666,39750,28025,Maben,MS,Clay County,H1
16667,39776,28025,Woodland,MS,Clay County,H1
16668,36567,01003,Robertsdale,AL,Baldwin County,H1
16669,36038,01039,Gantt,AL,Covington County,H1
16670,71965,05097,Pencil bluff,AR,Montgomery County,H1
16671,38626,28027,Dundee,MS,Coahoma County,H1
16672,38720,28027,Alligator,MS,Coahoma County,H1
16673,38767,28027,Rena lara,MS,Coahoma County,H1
16674,38631,28027,Friars point,MS,Coahoma County,H1
16675,38643,28027,Lambert,MS,Coahoma County,H1
16676,38963,28027,Tutwiler,MS,Coahoma County,H1
16677,38614,28027,Clarksdale,MS,Coahoma County,H1
16678,38617,28027,Coahoma,MS,Coahoma County,H1
16679,38639,28027,Jonestown,MS,Coahoma County,H1
16680,38645,28027,Lyon,MS,Coahoma County,H1
16681,71970,05097,Story,AR,Montgomery County,H1
16682,38739,28027,Dublin,MS,Coahoma County,H1
16683,38644,28027,Lula,MS,Coahoma County,H1
16684,39191,28029,Wesson,MS,Copiah County,H1
16685,39170,28029,Terry,MS,Copiah County,H1
16686,39077,28029,Gallman,MS,Copiah County,H1
16687,39144,28029,Pattison,MS,Copiah County,H1
16688,39175,28029,Utica,MS,Copiah County,H1
16689,39654,28029,Monticello,MS,Copiah County,H1
16690,39083,28029,Hazlehurst,MS,Copiah County,H1
16691,39078,28029,Georgetown,MS,Copiah County,H1
16692,71960,05097,Norman,AR,Montgomery County,H1
16693,39059,28029,Crystal springs,MS,Copiah County,H1
16694,39086,28029,Hermanville,MS,Copiah County,H1
16695,39668,28029,Union church,MS,Copiah County,H1
16696,39119,28031,Mount olive,MS,Covington County,H1
16697,39401,28031,Hattiesburg,MS,Covington County,H1
16698,39168,28031,Taylorsville,MS,Covington County,H1
16699,39402,28031,Hattiesburg,MS,Covington County,H1
16700,39428,28031,Collins,MS,Covington County,H1
16701,39479,28031,Seminary,MS,Covington County,H1
16702,39474,28031,Prentiss,MS,Covington County,H1
16703,71957,05097,Mount ida,AR,Montgomery County,H1
16704,39482,28031,Sumrall,MS,Covington County,H1
16705,39437,28031,Ellisville,MS,Covington County,H1
16706,38686,28033,Walls,MS,DeSoto County,H1
16707,38632,28033,Hernando,MS,DeSoto County,H1
16708,38637,28033,Horn lake,MS,DeSoto County,H1
16709,38671,28033,Southaven,MS,DeSoto County,H1
16710,38680,28033,Walls,MS,DeSoto County,H1
16711,38641,28033,Lake cormorant,MS,DeSoto County,H1
16712,38611,28033,Byhalia,MS,DeSoto County,H1
16713,38618,28033,Coldwater,MS,DeSoto County,H1
16714,71949,05097,Jessieville,AR,Montgomery County,H1
16715,38654,28033,Olive branch,MS,DeSoto County,H1
16716,38651,28033,Nesbit,MS,DeSoto County,H1
16717,38672,28033,Southaven,MS,DeSoto County,H1
16718,39403,28035,Hattiesburg,MS,Forrest County,H1
16719,39465,28035,Petal,MS,Forrest County,H1
16720,39577,28035,Wiggins,MS,Forrest County,H1
16721,39407,28035,Hattiesburg,MS,Forrest County,H1
16722,39401,28035,Hattiesburg,MS,Forrest County,H1
16723,39425,28035,Brooklyn,MS,Forrest County,H1
16724,39402,28035,Hattiesburg,MS,Forrest County,H1
16725,71935,05097,Caddo gap,AR,Montgomery County,H1
16726,39455,28035,Lumberton,MS,Forrest County,H1
16727,39404,28035,Hattiesburg,MS,Forrest County,H1
16728,39406,28035,Hattiesburg,MS,Forrest County,H1
16729,39437,28035,Ellisville,MS,Forrest County,H1
16730,39475,28035,Purvis,MS,Forrest County,H1
16731,39647,28037,Mc call creek,MS,Franklin County,H1
16732,39661,28037,Roxie,MS,Franklin County,H1
16733,39601,28037,Brookhaven,MS,Franklin County,H1
16734,39664,28037,Smithdale,MS,Franklin County,H1
16735,39653,28037,Meadville,MS,Franklin County,H1
16736,71858,05099,Rosston,AR,Nevada County,H1
16737,39668,28037,Union church,MS,Franklin County,H1
16738,39630,28037,Bude,MS,Franklin County,H1
16739,39456,28039,Mc lain,MS,George County,H1
16740,39452,28039,Lucedale,MS,George County,H1
16741,39573,28039,Perkinston,MS,George County,H1
16742,39456,28041,Mc lain,MS,Greene County,H1
16743,39362,28041,State line,MS,Greene County,H1
16744,39476,28041,Richton,MS,Greene County,H1
16745,39423,28041,Beaumont,MS,Greene County,H1
16746,39451,28041,Leakesville,MS,Greene County,H1
16747,71764,05099,Stephens,AR,Nevada County,H1
16748,39452,28041,Lucedale,MS,Greene County,H1
16749,39461,28041,Neely,MS,Greene County,H1
16750,38925,28043,Duck hill,MS,Grenada County,H1
16751,38929,28043,Gore springs,MS,Grenada County,H1
16752,39744,28043,Eupora,MS,Grenada County,H1
16753,38922,28043,Coffeeville,MS,Grenada County,H1
16754,38920,28043,Cascilla,MS,Grenada County,H1
16755,38953,28043,Scobey,MS,Grenada County,H1
16756,38914,28043,Big creek,MS,Grenada County,H1
16757,38960,28043,Tie plant,MS,Grenada County,H1
16758,71827,05099,Buckner,AR,Nevada County,H1
16759,38901,28043,Grenada,MS,Grenada County,H1
16760,38940,28043,Holcomb,MS,Grenada County,H1
16761,38961,28043,Tillatoba,MS,Grenada County,H1
16762,39556,28045,Kiln,MS,Hancock County,H1
16763,39426,28045,Carriere,MS,Hancock County,H1
16764,39466,28045,Picayune,MS,Hancock County,H1
16765,39470,28045,Poplarville,MS,Hancock County,H1
16766,39520,28045,Bay saint louis,MS,Hancock County,H1
16767,39572,28045,Pearlington,MS,Hancock County,H1
16768,39558,28045,Lakeshore,MS,Hancock County,H1
16769,71770,05099,Waldo,AR,Nevada County,H1
16770,39576,28045,Waveland,MS,Hancock County,H1
16771,39571,28045,Pass christian,MS,Hancock County,H1
16772,39525,28045,Diamondhead,MS,Hancock County,H1
16773,39573,28045,Perkinston,MS,Hancock County,H1
16774,39529,28045,Stennis space center,MS,Hancock County,H1
16775,39522,28045,Stennis space center,MS,Hancock County,H1
16776,39560,28047,Long beach,MS,Harrison County,H1
16777,39507,28047,Gulfport,MS,Harrison County,H1
16778,39530,28047,Biloxi,MS,Harrison County,H1
16779,39501,28047,Gulfport,MS,Harrison County,H1
16780,36442,01039,Florala,AL,Covington County,H1
16781,71857,05099,Prescott,AR,Nevada County,H1
16782,39574,28047,Saucier,MS,Harrison County,H1
16783,39534,28047,Biloxi,MS,Harrison County,H1
16784,39565,28047,Vancleave,MS,Harrison County,H1
16785,39532,28047,Biloxi,MS,Harrison County,H1
16786,39540,28047,Diberville,MS,Harrison County,H1
16787,39535,28047,Biloxi,MS,Harrison County,H1
16788,39503,28047,Gulfport,MS,Harrison County,H1
16789,39531,28047,Biloxi,MS,Harrison County,H1
16790,39506,28047,Gulfport,MS,Harrison County,H1
16791,39533,28047,Biloxi,MS,Harrison County,H1
16792,71828,05099,Cale,AR,Nevada County,H1
16793,39571,28047,Pass christian,MS,Harrison County,H1
16794,39573,28047,Perkinston,MS,Harrison County,H1
16795,39505,28047,Gulfport,MS,Harrison County,H1
16796,39502,28047,Gulfport,MS,Harrison County,H1
16797,39066,28049,Edwards,MS,Hinds County,H1
16798,39201,28049,Jackson,MS,Hinds County,H1
16799,39205,28049,Jackson,MS,Hinds County,H1
16800,39217,28049,Jackson,MS,Hinds County,H1
16801,39210,28049,Jackson,MS,Hinds County,H1
16802,39286,28049,Jackson,MS,Hinds County,H1
16803,71752,05099,Mc neil,AR,Nevada County,H1
16804,39211,28049,Jackson,MS,Hinds County,H1
16805,39206,28049,Jackson,MS,Hinds County,H1
16806,39272,28049,Byram,MS,Hinds County,H1
16807,39170,28049,Terry,MS,Hinds County,H1
16808,39203,28049,Jackson,MS,Hinds County,H1
16809,39216,28049,Jackson,MS,Hinds County,H1
16810,39215,28049,Jackson,MS,Hinds County,H1
16811,39283,28049,Jackson,MS,Hinds County,H1
16812,39212,28049,Jackson,MS,Hinds County,H1
16813,39204,28049,Jackson,MS,Hinds County,H1
16814,71722,05099,Bluff city,AR,Nevada County,H1
16815,39175,28049,Utica,MS,Hinds County,H1
16816,39207,28049,Jackson,MS,Hinds County,H1
16817,39296,28049,Jackson,MS,Hinds County,H1
16818,39059,28049,Crystal springs,MS,Hinds County,H1
16819,39060,28049,Clinton,MS,Hinds County,H1
16820,39202,28049,Jackson,MS,Hinds County,H1
16821,39209,28049,Jackson,MS,Hinds County,H1
16822,39213,28049,Jackson,MS,Hinds County,H1
16823,39058,28049,Clinton,MS,Hinds County,H1
16824,39086,28049,Hermanville,MS,Hinds County,H1
16825,71835,05099,Emmet,AR,Nevada County,H1
16826,39232,28049,Flowood,MS,Hinds County,H1
16827,39174,28049,Tougaloo,MS,Hinds County,H1
16828,39269,28049,Jackson,MS,Hinds County,H1
16829,39056,28049,Clinton,MS,Hinds County,H1
