,zip,stcountyfp,city,state,countyname,classfp
0,36091,01001,Verbena,AL,Autauga County,H1
1,36758,01001,Plantersville,AL,Autauga County,H1
2,36749,01001,Jones,AL,Autauga County,H1
3,36250,01015,Alexandria,AL,Calhoun County,H1
4,36203,01121,Oxford,AL,Talladega County,H1
5,31036,13235,Hawkinsville,GA,Pulaski County,H1
6,31071,13235,Pineview,GA,Pulaski County,H1
7,31014,13235,Cochran,GA,Pulaski County,H1
8,31091,13235,Unadilla,GA,Pulaski County,H1
9,31023,13235,Eastman,GA,Pulaski County,H1
10,30625,13237,Buckhead,GA,Putnam County,H1
11,31026,13237,Eatonton,GA,Putnam County,H1
12,31024,13237,Eatonton,GA,Putnam County,H1
13,30650,13237,Madison,GA,Putnam County,H1
14,31061,13237,Milledgeville,GA,Putnam County,H1
15,35044,01121,Childersburg,AL,Talladega County,H1
16,39854,13239,Georgetown,GA,Quitman County,H1
17,39867,13239,Morris,GA,Quitman County,H1
18,30568,13241,Rabun gap,GA,Rabun County,H1
19,30523,13241,Clarkesville,GA,Rabun County,H1
20,30537,13241,Dillard,GA,Rabun County,H1
21,30562,13241,Mountain city,GA,Rabun County,H1
22,30576,13241,Tiger,GA,Rabun County,H1
23,30581,13241,Wiley,GA,Rabun County,H1
24,30573,13241,Tallulah falls,GA,Rabun County,H1
25,30525,13241,Clayton,GA,Rabun County,H1
26,36268,01121,Munford,AL,Talladega County,H1
27,30552,13241,Lakemont,GA,Rabun County,H1
28,39840,13243,Cuthbert,GA,Randolph County,H1
29,39866,13243,Morgan,GA,Randolph County,H1
30,39867,13243,Morris,GA,Randolph County,H1
31,39846,13243,Edison,GA,Randolph County,H1
32,39886,13243,Shellman,GA,Randolph County,H1
33,39836,13243,Coleman,GA,Randolph County,H1
34,39851,13243,Fort gaines,GA,Randolph County,H1
35,30912,13245,Augusta,GA,Richmond County,H6
36,30901,13245,Augusta,GA,Richmond County,H6
37,35082,01121,Hollins,AL,Talladega County,H1
38,30909,13245,Augusta,GA,Richmond County,H6
39,30815,13245,Hephzibah,GA,Richmond County,H6
40,30906,13245,Augusta,GA,Richmond County,H6
41,30905,13245,Augusta,GA,Richmond County,H6
42,30812,13245,Gracewood,GA,Richmond County,H6
43,30805,13245,Blythe,GA,Richmond County,H6
44,30904,13245,Augusta,GA,Richmond County,H6
45,30907,13245,Augusta,GA,Richmond County,H6
46,30903,13245,Augusta,GA,Richmond County,H6
47,30916,13245,Augusta,GA,Richmond County,H6
48,36251,01123,Ashland,AL,Tallapoosa County,H1
49,30919,13245,Augusta,GA,Richmond County,H6
50,30914,13245,Augusta,GA,Richmond County,H6
51,30813,13245,Grovetown,GA,Richmond County,H6
52,30016,13247,Covington,GA,Rockdale County,H1
53,30039,13247,Snellville,GA,Rockdale County,H1
54,30013,13247,Conyers,GA,Rockdale County,H1
55,30012,13247,Conyers,GA,Rockdale County,H1
56,30294,13247,Ellenwood,GA,Rockdale County,H1
57,30058,13247,Lithonia,GA,Rockdale County,H1
58,30052,13247,Loganville,GA,Rockdale County,H1
59,36849,01123,Auburn university,AL,Tallapoosa County,H1
60,30094,13247,Conyers,GA,Rockdale County,H1
61,30252,13247,Mcdonough,GA,Rockdale County,H1
62,30281,13247,Stockbridge,GA,Rockdale County,H1
63,31711,13249,Andersonville,GA,Schley County,H1
64,31806,13249,Ellaville,GA,Schley County,H1
65,31081,13249,Rupert,GA,Schley County,H1
66,31068,13249,Oglethorpe,GA,Schley County,H1
67,31719,13249,Americus,GA,Schley County,H1
68,31803,13249,Buena vista,GA,Schley County,H1
69,31058,13249,Mauk,GA,Schley County,H1
70,35010,01123,Alexander city,AL,Tallapoosa County,H1
71,30424,13251,Dover,GA,Screven County,H1
72,30426,13251,Girard,GA,Screven County,H1
73,30442,13251,Millen,GA,Screven County,H1
74,30467,13251,Sylvania,GA,Screven County,H1
75,30455,13251,Rocky ford,GA,Screven County,H1
76,30446,13251,Newington,GA,Screven County,H1
77,30449,13251,Oliver,GA,Screven County,H1
78,39825,13253,Brinson,GA,Seminole County,H1
79,39859,13253,Iron city,GA,Seminole County,H1
80,39845,13253,Donalsonville,GA,Seminole County,H1
81,36078,01123,Tallassee,AL,Tallapoosa County,H1
82,39861,13253,Jakin,GA,Seminole County,H1
83,30223,13255,Griffin,GA,Spalding County,H1
84,30266,13255,Orchard hill,GA,Spalding County,H1
85,30284,13255,Sunny side,GA,Spalding County,H1
86,30224,13255,Griffin,GA,Spalding County,H1
87,30212,13255,Experiment,GA,Spalding County,H1
88,30228,13255,Hampton,GA,Spalding County,H1
89,30292,13255,Williamson,GA,Spalding County,H1
90,30205,13255,Brooks,GA,Spalding County,H1
91,30248,13255,Locust grove,GA,Spalding County,H1
92,35089,01123,Kellyton,AL,Tallapoosa County,H1
93,30598,13257,Toccoa falls,GA,Stephens County,H1
94,30557,13257,Martin,GA,Stephens County,H1
95,30538,13257,Eastanollee,GA,Stephens County,H1
96,30577,13257,Toccoa,GA,Stephens County,H1
97,39854,13259,Georgetown,GA,Stewart County,H1
98,31825,13259,Richland,GA,Stewart County,H1
99,31805,13259,Cusseta,GA,Stewart County,H1
100,39867,13259,Morris,GA,Stewart County,H1
101,31815,13259,Lumpkin,GA,Stewart County,H1
102,31821,13259,Omaha,GA,Stewart County,H1
103,36853,01123,Dadeville,AL,Tallapoosa County,H1
104,31711,13261,Andersonville,GA,Sumter County,H1
105,31806,13261,Ellaville,GA,Sumter County,H1
106,31787,13261,Smithville,GA,Sumter County,H1
107,31735,13261,Cobb,GA,Sumter County,H1
108,31719,13261,Americus,GA,Sumter County,H1
109,31709,13261,Americus,GA,Sumter County,H1
110,31780,13261,Plains,GA,Sumter County,H1
111,31743,13261,De soto,GA,Sumter County,H1
112,31764,13261,Leslie,GA,Sumter County,H1
113,31801,13263,Box springs,GA,Talbot County,H1
114,36204,01015,Anniston,AL,Calhoun County,H1
115,36256,01123,Daviston,AL,Tallapoosa County,H1
116,31827,13263,Talbotton,GA,Talbot County,H1
117,31816,13263,Manchester,GA,Talbot County,H1
118,31826,13263,Shiloh,GA,Talbot County,H1
119,31836,13263,Woodland,GA,Talbot County,H1
120,31812,13263,Junction city,GA,Talbot County,H1
121,31810,13263,Geneva,GA,Talbot County,H1
122,31831,13263,Waverly hall,GA,Talbot County,H1
123,30673,13265,Washington,GA,Taliaferro County,H1
124,30678,13265,White plains,GA,Taliaferro County,H1
125,30664,13265,Sharon,GA,Taliaferro County,H1
126,36850,01123,Camp hill,AL,Tallapoosa County,H1
127,30631,13265,Crawfordville,GA,Taliaferro County,H1
128,30660,13265,Rayle,GA,Taliaferro County,H1
129,30669,13265,Union point,GA,Taliaferro County,H1
130,30420,13267,Cobbtown,GA,Tattnall County,H1
131,30421,13267,Collins,GA,Tattnall County,H1
132,30436,13267,Lyons,GA,Tattnall County,H1
133,30453,13267,Reidsville,GA,Tattnall County,H1
134,30499,13267,Reidsville,GA,Tattnall County,H1
135,30417,13267,Claxton,GA,Tattnall County,H1
136,30427,13267,Glennville,GA,Tattnall County,H1
137,36879,01123,Waverly,AL,Tallapoosa County,H1
138,30438,13267,Manassas,GA,Tattnall County,H1
139,31076,13269,Reynolds,GA,Taylor County,H1
140,31081,13269,Rupert,GA,Taylor County,H1
141,31068,13269,Oglethorpe,GA,Taylor County,H1
142,31041,13269,Ideal,GA,Taylor County,H1
143,31006,13269,Butler,GA,Taylor County,H1
144,31058,13269,Mauk,GA,Taylor County,H1
145,31812,13269,Junction city,GA,Taylor County,H1
146,31039,13269,Howard,GA,Taylor County,H1
147,31037,13271,Mc rae helena,GA,Telfair County,H1
148,36255,01123,Cragford,AL,Tallapoosa County,H1
149,31055,13271,Mc rae helena,GA,Telfair County,H1
150,31060,13271,Milan,GA,Telfair County,H1
151,31549,13271,Lumber city,GA,Telfair County,H1
152,31083,13271,Scotland,GA,Telfair County,H1
153,31077,13271,Rhine,GA,Telfair County,H1
154,31544,13271,Jacksonville,GA,Telfair County,H1
155,31721,13273,Albany,GA,Terrell County,H1
156,39842,13273,Dawson,GA,Terrell County,H1
157,39862,13273,Leary,GA,Terrell County,H1
158,39826,13273,Bronwood,GA,Terrell County,H1
159,35072,01123,Goodwater,AL,Tallapoosa County,H1
160,39886,13273,Shellman,GA,Terrell County,H1
161,39877,13273,Parrott,GA,Terrell County,H1
162,39885,13273,Sasser,GA,Terrell County,H1
163,31738,13275,Coolidge,GA,Thomas County,H1
164,31720,13275,Barwick,GA,Thomas County,H1
165,31779,13275,Pelham,GA,Thomas County,H1
166,31778,13275,Pavo,GA,Thomas County,H1
167,31773,13275,Ochlocknee,GA,Thomas County,H1
168,31792,13275,Thomasville,GA,Thomas County,H1
169,31757,13275,Thomasville,GA,Thomas County,H1
170,36866,01123,Notasulga,AL,Tallapoosa County,H1
171,31765,13275,Meigs,GA,Thomas County,H1
172,39828,13275,Cairo,GA,Thomas County,H1
173,31799,13275,Thomasville,GA,Thomas County,H1
174,31626,13275,Boston,GA,Thomas County,H1
175,31733,13277,Chula,GA,Tift County,H1
176,31775,13277,Omega,GA,Tift County,H1
177,31793,13277,Tifton,GA,Tift County,H1
178,31714,13277,Ashburn,GA,Tift County,H1
179,31790,13277,Sycamore,GA,Tift County,H1
180,31637,13277,Lenox,GA,Tift County,H1
181,36276,01123,Wadley,AL,Tallapoosa County,H1
182,31795,13277,Ty ty,GA,Tift County,H1
183,31727,13277,Brookfield,GA,Tift County,H1
184,31749,13277,Enigma,GA,Tift County,H1
185,31794,13277,Tifton,GA,Tift County,H1
186,30436,13279,Lyons,GA,Toombs County,H1
187,30453,13279,Reidsville,GA,Toombs County,H1
188,30473,13279,Uvalda,GA,Toombs County,H1
189,30474,13279,Vidalia,GA,Toombs County,H1
190,30582,13281,Young harris,GA,Towns County,H1
191,30525,13281,Clayton,GA,Towns County,H1
192,36861,01123,Jacksons gap,AL,Tallapoosa County,H1
193,30546,13281,Hiawassee,GA,Towns County,H1
194,30457,13283,Soperton,GA,Treutlen County,H1
195,31002,13283,Adrian,GA,Treutlen County,H1
196,30470,13283,Tarrytown,GA,Treutlen County,H1
197,30436,13283,Lyons,GA,Treutlen County,H1
198,30474,13283,Vidalia,GA,Treutlen County,H1
199,30241,13285,Lagrange,GA,Troup County,H1
200,30217,13285,Franklin,GA,Troup County,H1
201,30261,13285,Lagrange,GA,Troup County,H1
202,30230,13285,Hogansville,GA,Troup County,H1
203,35184,01125,West blocton,AL,Tuscaloosa County,H1
204,31822,13285,Pine mountain,GA,Troup County,H1
205,30220,13285,Grantville,GA,Troup County,H1
206,30240,13285,Lagrange,GA,Troup County,H1
207,31833,13285,West point,GA,Troup County,H1
208,31714,13287,Ashburn,GA,Turner County,H1
209,31790,13287,Sycamore,GA,Turner County,H1
210,31789,13287,Sumner,GA,Turner County,H1
211,31712,13287,Arabi,GA,Turner County,H1
212,31783,13287,Rebecca,GA,Turner County,H1
213,31031,13289,Gordon,GA,Twiggs County,H1
214,35490,01125,Vance,AL,Tuscaloosa County,H1
215,31044,13289,Jeffersonville,GA,Twiggs County,H1
216,31014,13289,Cochran,GA,Twiggs County,H1
217,31017,13289,Danville,GA,Twiggs County,H1
218,31217,13289,Macon,GA,Twiggs County,H1
219,31020,13289,Dry branch,GA,Twiggs County,H1
220,30514,13291,Blairsville,GA,Union County,H1
221,30572,13291,Suches,GA,Union County,H1
222,30560,13291,Morganton,GA,Union County,H1
223,30512,13291,Blairsville,GA,Union County,H1
224,30582,13291,Young harris,GA,Union County,H1
225,36253,01015,Bynum,AL,Calhoun County,H1
226,35546,01125,Berry,AL,Tuscaloosa County,H1
227,30513,13291,Blue ridge,GA,Union County,H1
228,30546,13291,Hiawassee,GA,Union County,H1
229,31016,13293,Culloden,GA,Upson County,H1
230,31097,13293,Yatesville,GA,Upson County,H1
231,30204,13293,Barnesville,GA,Upson County,H1
232,30258,13293,Molena,GA,Upson County,H1
233,30285,13293,The rock,GA,Upson County,H1
234,30286,13293,Thomaston,GA,Upson County,H1
235,30256,13293,Meansville,GA,Upson County,H1
236,30752,13295,Trenton,GA,Walker County,H1
237,35453,01125,Cottondale,AL,Tuscaloosa County,H1
238,30725,13295,Flintstone,GA,Walker County,H1
239,30707,13295,Chickamauga,GA,Walker County,H1
240,30746,13295,Sugar valley,GA,Walker County,H1
241,30741,13295,Rossville,GA,Walker County,H1
242,30738,13295,Rising fawn,GA,Walker County,H1
243,30736,13295,Ringgold,GA,Walker County,H1
244,30742,13295,Fort oglethorpe,GA,Walker County,H1
245,30728,13295,La fayette,GA,Walker County,H1
246,30750,13295,Lookout mountain,GA,Walker County,H1
247,30739,13295,Rock spring,GA,Walker County,H1
248,35458,01125,Elrod,AL,Tuscaloosa County,H1
249,30731,13295,Menlo,GA,Walker County,H1
250,30753,13295,Trion,GA,Walker County,H1
251,30747,13295,Summerville,GA,Walker County,H1
252,30740,13295,Rocky face,GA,Walker County,H1
253,30014,13297,Covington,GA,Walton County,H1
254,30620,13297,Bethlehem,GA,Walton County,H1
255,30018,13297,Jersey,GA,Walton County,H1
256,30012,13297,Conyers,GA,Walton County,H1
257,30650,13297,Madison,GA,Walton County,H1
258,30656,13297,Monroe,GA,Walton County,H1
259,35466,01125,Gordo,AL,Tuscaloosa County,H1
260,30025,13297,Social circle,GA,Walton County,H1
261,30052,13297,Loganville,GA,Walton County,H1
262,30655,13297,Monroe,GA,Walton County,H1
263,30663,13297,Rutledge,GA,Walton County,H1
264,30054,13297,Oxford,GA,Walton County,H1
265,30641,13297,Good hope,GA,Walton County,H1
266,30019,13297,Dacula,GA,Walton County,H1
267,31552,13299,Millwood,GA,Ware County,H1
268,31502,13299,Waycross,GA,Ware County,H1
269,31624,13299,Axson,GA,Ware County,H1
270,35475,01125,Northport,AL,Tuscaloosa County,H1
271,31631,13299,Fargo,GA,Ware County,H1
272,31564,13299,Waresboro,GA,Ware County,H1
273,31554,13299,Nicholls,GA,Ware County,H1
274,31503,13299,Waycross,GA,Ware County,H1
275,31501,13299,Waycross,GA,Ware County,H1
276,31550,13299,Manor,GA,Ware County,H1
277,31510,13299,Alma,GA,Ware County,H1
278,30824,13301,Thomson,GA,Warren County,H1
279,30810,13301,Gibson,GA,Warren County,H1
280,31045,13301,Jewell,GA,Warren County,H1
281,35480,01125,Ralph,AL,Tuscaloosa County,H1
282,30821,13301,Norwood,GA,Warren County,H1
283,30828,13301,Warrenton,GA,Warren County,H1
284,30823,13301,Stapleton,GA,Warren County,H1
285,30820,13301,Mitchell,GA,Warren County,H1
286,30807,13301,Camak,GA,Warren County,H1
287,30819,13301,Mesena,GA,Warren County,H1
288,31096,13303,Wrightsville,GA,Washington County,H1
289,31094,13303,Warthen,GA,Washington County,H1
290,31035,13303,Harrison,GA,Washington County,H1
291,31089,13303,Tennille,GA,Washington County,H1
292,35440,01125,Abernant,AL,Tuscaloosa County,H1
293,31067,13303,Oconee,GA,Washington County,H1
294,31082,13303,Sandersville,GA,Washington County,H1
295,31018,13303,Davisboro,GA,Washington County,H1
296,30413,13303,Bartow,GA,Washington County,H1
297,30820,13303,Mitchell,GA,Washington County,H1
298,31087,13303,Sparta,GA,Washington County,H1
299,31543,13305,Hortense,GA,Wayne County,H1
300,31518,13305,Bristol,GA,Wayne County,H1
301,31560,13305,Screven,GA,Wayne County,H1
302,31599,13305,Jesup,GA,Wayne County,H1
303,35579,01125,Oakman,AL,Tuscaloosa County,H1
304,31546,13305,Jesup,GA,Wayne County,H1
305,31545,13305,Jesup,GA,Wayne County,H1
306,31555,13305,Odum,GA,Wayne County,H1
307,31598,13305,Jesup,GA,Wayne County,H1
308,31825,13307,Richland,GA,Webster County,H1
309,31832,13307,Weston,GA,Webster County,H1
310,31780,13307,Plains,GA,Webster County,H1
311,31803,13307,Buena vista,GA,Webster County,H1
312,31824,13307,Preston,GA,Webster County,H1
313,39877,13307,Parrott,GA,Webster County,H1
314,35486,01125,Tuscaloosa,AL,Tuscaloosa County,H1
315,30411,13309,Alamo,GA,Wheeler County,H1
316,31037,13309,Mc rae helena,GA,Wheeler County,H1
317,31549,13309,Lumber city,GA,Wheeler County,H1
318,30428,13309,Glenwood,GA,Wheeler County,H1
319,30527,13311,Clermont,GA,White County,H1
320,30564,13311,Murrayville,GA,White County,H1
321,30523,13311,Clarkesville,GA,White County,H1
322,30533,13311,Dahlonega,GA,White County,H1
323,30545,13311,Helen,GA,White County,H1
324,30571,13311,Sautee nacoochee,GA,White County,H1
325,35444,01125,Brookwood,AL,Tuscaloosa County,H1
326,30528,13311,Cleveland,GA,White County,H1
327,30554,13311,Lula,GA,White County,H1
328,30722,13313,Dalton,GA,Whitfield County,H1
329,30720,13313,Dalton,GA,Whitfield County,H1
330,30719,13313,Dalton,GA,Whitfield County,H1
331,30736,13313,Ringgold,GA,Whitfield County,H1
332,30710,13313,Cohutta,GA,Whitfield County,H1
333,30755,13313,Tunnel hill,GA,Whitfield County,H1
334,30756,13313,Varnell,GA,Whitfield County,H1
335,30735,13313,Resaca,GA,Whitfield County,H1
336,35096,01015,Lincoln,AL,Calhoun County,H1
337,35111,01125,Mc calla,AL,Tuscaloosa County,H1
338,30721,13313,Dalton,GA,Whitfield County,H1
339,30740,13313,Rocky face,GA,Whitfield County,H1
340,31072,13315,Pitts,GA,Wilcox County,H1
341,31001,13315,Abbeville,GA,Wilcox County,H1
342,31092,13315,Vienna,GA,Wilcox County,H1
343,31015,13315,Cordele,GA,Wilcox County,H1
344,31071,13315,Pineview,GA,Wilcox County,H1
345,31079,13315,Rochelle,GA,Wilcox County,H1
346,31750,13315,Fitzgerald,GA,Wilcox County,H1
347,30817,13317,Lincolnton,GA,Wilkes County,H1
348,35473,01125,Northport,AL,Tuscaloosa County,H1
349,30668,13317,Tignall,GA,Wilkes County,H1
350,30673,13317,Washington,GA,Wilkes County,H1
351,30631,13317,Crawfordville,GA,Wilkes County,H1
352,30660,13317,Rayle,GA,Wilkes County,H1
353,31021,13319,Dublin,GA,Wilkinson County,H1
354,31031,13319,Gordon,GA,Wilkinson County,H1
355,31044,13319,Jeffersonville,GA,Wilkinson County,H1
356,31090,13319,Toomsboro,GA,Wilkinson County,H1
357,31017,13319,Danville,GA,Wilkinson County,H1
358,31061,13319,Milledgeville,GA,Wilkinson County,H1
359,35476,01125,Northport,AL,Tuscaloosa County,H1
360,31054,13319,Mc intyre,GA,Wilkinson County,H1
361,31003,13319,Allentown,GA,Wilkinson County,H1
362,31042,13319,Irwinton,GA,Wilkinson County,H1
363,31065,13319,Montrose,GA,Wilkinson County,H1
364,31791,13321,Sylvester,GA,Worth County,H1
365,31744,13321,Doerun,GA,Worth County,H1
366,31775,13321,Omega,GA,Worth County,H1
367,31772,13321,Oakfield,GA,Worth County,H1
368,31714,13321,Ashburn,GA,Worth County,H1
369,31768,13321,Moultrie,GA,Worth County,H1
370,35452,01125,Coker,AL,Tuscaloosa County,H1
371,31789,13321,Sumner,GA,Worth County,H1
372,31796,13321,Warwick,GA,Worth County,H1
373,31712,13321,Arabi,GA,Worth County,H1
374,31771,13321,Norman park,GA,Worth County,H1
375,31795,13321,Ty ty,GA,Worth County,H1
376,31705,13321,Albany,GA,Worth County,H1
377,31781,13321,Poulan,GA,Worth County,H1
378,96740,15001,Kailua kona,HI,Hawaii County,H1
379,96783,15001,Pepeekeo,HI,Hawaii County,H1
380,96739,15001,Keauhou,HI,Hawaii County,H1
381,35456,01125,Duncanville,AL,Tuscaloosa County,H1
382,96764,15001,Laupahoehoe,HI,Hawaii County,H1
383,96725,15001,Holualoa,HI,Hawaii County,H1
384,96718,15001,Hawaii national park,HI,Hawaii County,H1
385,96710,15001,Hakalau,HI,Hawaii County,H1
386,96773,15001,Ninole,HI,Hawaii County,H1
387,96743,15001,Kamuela,HI,Hawaii County,H1
388,96760,15001,Kurtistown,HI,Hawaii County,H1
389,96781,15001,Papaikou,HI,Hawaii County,H1
390,96738,15001,Waikoloa,HI,Hawaii County,H1
391,96771,15001,Mountain view,HI,Hawaii County,H1
392,35403,01125,Tuscaloosa,AL,Tuscaloosa County,H1
393,96750,15001,Kealakekua,HI,Hawaii County,H1
394,96728,15001,Honomu,HI,Hawaii County,H1
395,96727,15001,Honokaa,HI,Hawaii County,H1
396,96721,15001,Hilo,HI,Hawaii County,H1
397,96755,15001,Kapaau,HI,Hawaii County,H1
398,96777,15001,Pahala,HI,Hawaii County,H1
399,96774,15001,Ookala,HI,Hawaii County,H1
400,96776,15001,Paauilo,HI,Hawaii County,H1
401,96780,15001,Papaaloa,HI,Hawaii County,H1
402,96745,15001,Kailua kona,HI,Hawaii County,H1
403,35402,01125,Tuscaloosa,AL,Tuscaloosa County,H1
404,96772,15001,Naalehu,HI,Hawaii County,H1
405,96726,15001,Honaunau,HI,Hawaii County,H1
406,96704,15001,Captain cook,HI,Hawaii County,H1
407,96720,15001,Hilo,HI,Hawaii County,H1
408,96749,15001,Keaau,HI,Hawaii County,H1
409,96778,15001,Pahoa,HI,Hawaii County,H1
410,96719,15001,Hawi,HI,Hawaii County,H1
411,96737,15001,Ocean view,HI,Hawaii County,H1
412,96785,15001,Volcano,HI,Hawaii County,H1
413,96792,15003,Waianae,HI,Honolulu County,H1
414,35006,01125,Adger,AL,Tuscaloosa County,H1
415,96854,15003,Wheeler army airfield,HI,Honolulu County,H1
416,96709,15003,Kapolei,HI,Honolulu County,H1
417,96812,15003,Honolulu,HI,Honolulu County,H1
418,96730,15003,Kaaawa,HI,Honolulu County,H1
419,96857,15003,Schofield barracks,HI,Honolulu County,H1
420,96701,15003,Aiea,HI,Honolulu County,H1
421,96795,15003,Waimanalo,HI,Honolulu County,H1
422,96822,15003,Honolulu,HI,Honolulu County,H1
423,96860,15003,Jbphh,HI,Honolulu County,H1
424,96823,15003,Honolulu,HI,Honolulu County,H1
425,35457,01125,Echola,AL,Tuscaloosa County,H1
426,96802,15003,Honolulu,HI,Honolulu County,H1
427,96804,15003,Honolulu,HI,Honolulu County,H1
428,96806,15003,Honolulu,HI,Honolulu County,H1
429,96706,15003,Ewa beach,HI,Honolulu County,H1
430,96817,15003,Honolulu,HI,Honolulu County,H1
431,96839,15003,Honolulu,HI,Honolulu County,H1
432,96712,15003,Haleiwa,HI,Honolulu County,H1
433,96820,15003,Honolulu,HI,Honolulu County,H1
434,96824,15003,Honolulu,HI,Honolulu County,H1
435,96828,15003,Honolulu,HI,Honolulu County,H1
436,35449,01125,Coaling,AL,Tuscaloosa County,H1
437,96848,15003,Honolulu,HI,Honolulu County,H1
438,96858,15003,Fort shafter,HI,Honolulu County,H1
439,96801,15003,Honolulu,HI,Honolulu County,H1
440,96811,15003,Honolulu,HI,Honolulu County,H1
441,96859,15003,Tripler army medical center,HI,Honolulu County,H1
442,96797,15003,Waipahu,HI,Honolulu County,H1
443,96782,15003,Pearl city,HI,Honolulu County,H1
444,96825,15003,Honolulu,HI,Honolulu County,H1
445,96853,15003,Jbphh,HI,Honolulu County,H1
446,96808,15003,Honolulu,HI,Honolulu County,H1
447,35905,01015,Gadsden,AL,Calhoun County,H1
448,35468,01125,Kellerman,AL,Tuscaloosa County,H1
449,96810,15003,Honolulu,HI,Honolulu County,H1
450,96861,15003,Camp h m smith,HI,Honolulu County,H1
451,96898,15003,Wake island,HI,Honolulu County,H1
452,96734,15003,Kailua,HI,Honolulu County,H1
453,96826,15003,Honolulu,HI,Honolulu County,H1
454,96863,15003,Mcbh kaneohe bay,HI,Honolulu County,H1
455,96805,15003,Honolulu,HI,Honolulu County,H1
456,96707,15003,Kapolei,HI,Honolulu County,H1
457,96819,15003,Honolulu,HI,Honolulu County,H1
458,96821,15003,Honolulu,HI,Honolulu County,H1
459,35406,01125,Tuscaloosa,AL,Tuscaloosa County,H1
460,96717,15003,Hauula,HI,Honolulu County,H1
461,96807,15003,Honolulu,HI,Honolulu County,H1
462,96850,15003,Honolulu,HI,Honolulu County,H1
463,96759,15003,Kunia,HI,Honolulu County,H1
464,96731,15003,Kahuku,HI,Honolulu County,H1
465,96814,15003,Honolulu,HI,Honolulu County,H1
466,96786,15003,Wahiawa,HI,Honolulu County,H1
467,96813,15003,Honolulu,HI,Honolulu County,H1
468,96830,15003,Honolulu,HI,Honolulu County,H1
469,96836,15003,Honolulu,HI,Honolulu County,H1
470,35474,01125,Moundville,AL,Tuscaloosa County,H1
471,96837,15003,Honolulu,HI,Honolulu County,H1
472,96803,15003,Honolulu,HI,Honolulu County,H1
473,96809,15003,Honolulu,HI,Honolulu County,H1
474,96744,15003,Kaneohe,HI,Honolulu County,H1
475,96791,15003,Waialua,HI,Honolulu County,H1
476,96816,15003,Honolulu,HI,Honolulu County,H1
477,96789,15003,Mililani,HI,Honolulu County,H1
478,96815,15003,Honolulu,HI,Honolulu County,H1
479,96818,15003,Honolulu,HI,Honolulu County,H1
480,96762,15003,Laie,HI,Honolulu County,H1
481,35407,01125,Tuscaloosa,AL,Tuscaloosa County,H1
482,96742,15005,Kalaupapa,HI,Kalawao County,H4
483,96754,15007,Kilauea,HI,Kauai County,H1
484,96703,15007,Anahola,HI,Kauai County,H1
485,96722,15007,Princeville,HI,Kauai County,H1
486,96716,15007,Hanapepe,HI,Kauai County,H1
487,96747,15007,Kaumakani,HI,Kauai County,H1
488,96746,15007,Kapaa,HI,Kauai County,H1
489,96751,15007,Kealia,HI,Kauai County,H1
490,96766,15007,Lihue,HI,Kauai County,H1
491,96715,15007,Hanamaulu,HI,Kauai County,H1
492,35463,01125,Fosters,AL,Tuscaloosa County,H1
493,96705,15007,Eleele,HI,Kauai County,H1
494,96765,15007,Lawai,HI,Kauai County,H1
495,96741,15007,Kalaheo,HI,Kauai County,H1
496,96756,15007,Koloa,HI,Kauai County,H1
497,96714,15007,Hanalei,HI,Kauai County,H1
498,96769,15007,Makaweli,HI,Kauai County,H1
499,96796,15007,Waimea,HI,Kauai County,H1
500,96752,15007,Kekaha,HI,Kauai County,H1
501,96748,15009,Kaunakakai,HI,Maui County,H1
502,96732,15009,Kahului,HI,Maui County,H1
503,35574,01125,Kennedy,AL,Tuscaloosa County,H1
504,96729,15009,Hoolehua,HI,Maui County,H1
505,96763,15009,Lanai city,HI,Maui County,H1
506,96770,15009,Maunaloa,HI,Maui County,H1
507,96733,15009,Kahului,HI,Maui County,H1
508,96793,15009,Wailuku,HI,Maui County,H1
509,96768,15009,Makawao,HI,Maui County,H1
510,96788,15009,Pukalani,HI,Maui County,H1
511,96713,15009,Hana,HI,Maui County,H1
512,96708,15009,Haiku,HI,Maui County,H1
513,96753,15009,Kihei,HI,Maui County,H1
514,35469,01125,Knoxville,AL,Tuscaloosa County,H1
515,96767,15009,Lahaina,HI,Maui County,H1
516,96779,15009,Paia,HI,Maui County,H1
517,96761,15009,Lahaina,HI,Maui County,H1
518,96757,15009,Kualapuu,HI,Maui County,H1
519,96784,15009,Puunene,HI,Maui County,H1
520,96790,15009,Kula,HI,Maui County,H1
521,83642,16001,Meridian,ID,Ada County,H1
522,83705,16001,Boise,ID,Ada County,H1
523,83707,16001,Boise,ID,Ada County,H1
524,83729,16001,Boise,ID,Ada County,H1
525,35188,01125,Woodstock,AL,Tuscaloosa County,H1
526,83641,16001,Melba,ID,Ada County,H1
527,83669,16001,Star,ID,Ada County,H1
528,83704,16001,Boise,ID,Ada County,H1
529,83702,16001,Boise,ID,Ada County,H1
530,83687,16001,Nampa,ID,Ada County,H1
531,83724,16001,Boise,ID,Ada County,H1
532,83680,16001,Meridian,ID,Ada County,H1
533,83717,16001,Boise,ID,Ada County,H1
534,83720,16001,Boise,ID,Ada County,H1
535,83708,16001,Boise,ID,Ada County,H1
536,35555,01125,Fayette,AL,Tuscaloosa County,H1
537,83712,16001,Boise,ID,Ada County,H1
538,83713,16001,Boise,ID,Ada County,H1
539,83715,16001,Boise,ID,Ada County,H1
